,Body1 Torque Z(N.m),Time (ms),Excitation
22,-289.184266041815,22,650.16
23,-287.267525034687,23,650.16
24,-289.025319248829,24,650.16
25,-285.123326506865,25,650.16
26,-284.956800113342,26,650.16
27,-284.957496889775,27,650.16
28,-284.470010452124,28,650.16
29,-289.914696416277,29,650.16
30,-284.830154886563,30,650.16
0,-130.050712575016,0,299.28000000000003
1,-131.153418966611,1,299.28000000000003
2,-132.05220112117,2,299.28000000000003
3,-131.52386609311,3,299.28000000000003
4,-133.55379970975,4,299.28000000000003
5,-133.221629049028,5,299.28000000000003
6,-131.72496733869,6,299.28000000000003
7,-133.365827138217,7,299.28000000000003
8,-132.806996706203,8,299.28000000000003
9,-133.995428536406,9,299.28000000000003
10,-131.19805673517,10,299.28000000000003
11,-133.494782891641,11,299.28000000000003
12,-131.182412651115,12,299.28000000000003
13,-132.071486051505,13,299.28000000000003
14,-131.209587112872,14,299.28000000000003
15,-131.030724469419,15,299.28000000000003
16,-131.400138946137,16,299.28000000000003
17,-131.358700572483,17,299.28000000000003
18,-132.627910272348,18,299.28000000000003
19,-131.830980542314,19,299.28000000000003
20,-131.778124609759,20,299.28000000000003
21,-131.613955816033,21,299.28000000000003
22,-133.92913235948,22,299.28000000000003
23,-131.995249721027,23,299.28000000000003
24,-133.940519511628,24,299.28000000000003
25,-131.41069831987,25,299.28000000000003
26,-131.243452900191,26,299.28000000000003
27,-131.838571297884,27,299.28000000000003
28,-130.746717423649,28,299.28000000000003
29,-133.486737300793,29,299.28000000000003
30,-130.727943932864,30,299.28000000000003
0,-377.957533640425,0,872.76
1,-382.017407186025,1,872.76
2,-384.018212391708,2,872.76
3,-382.168205682703,3,872.76
4,-385.470104371719,4,872.76
5,-385.567216996585,5,872.76
6,-383.123603595849,6,872.76
7,-386.112851772249,7,872.76
8,-385.189030571593,8,872.76
9,-387.068707198076,9,872.76
10,-384.052701901595,10,872.76
11,-386.708636511631,11,872.76
12,-383.487209900562,12,872.76
13,-382.655334503657,13,872.76
14,-381.859494768991,14,872.76
15,-381.466121385134,15,872.76
16,-382.891772591766,16,872.76
17,-383.362296458636,17,872.76
18,-384.906091771458,18,872.76
19,-382.874420370773,19,872.76
20,-383.551520046508,20,872.76
21,-383.887007381255,21,872.76
22,-387.083253797304,22,872.76
23,-385.092251453528,23,872.76
24,-386.873553781918,24,872.76
25,-381.894574526085,25,872.76
26,-381.644444140974,26,872.76
27,-381.395991707029,27,872.76
28,-381.170564169132,28,872.76
29,-388.305713744498,29,872.76
30,-381.822889813693,30,872.76
0,-384.777093958214,0,888.6
1,-388.909280049683,1,888.6
2,-390.955865364041,2,888.6
3,-389.06880247884,3,888.6
4,-392.406508306307,4,888.6
5,-392.516728014964,5,888.6
6,-390.048430010646,6,888.6
7,-393.080091636524,7,888.6
8,-392.136788744165,8,888.6
9,-394.049827848668,9,888.6
10,-391.015737499695,10,888.6
11,-393.676572080758,11,888.6
12,-390.421716100636,12,888.6
13,-389.547667641327,13,888.6
14,-388.751930456206,14,888.6
15,-388.335586683906,15,888.6
16,-389.812707557089,16,888.6
17,-390.289448509539,17,888.6
18,-391.848627908308,18,888.6
19,-389.788859722067,19,888.6
20,-390.47799196673,20,888.6
21,-390.828310994472,21,888.6
22,-394.06133196342,22,888.6
23,-392.062025914675,23,888.6
24,-393.850458187127,24,888.6
25,-388.786242242255,25,888.6
26,-388.528487171708,26,888.6
27,-388.266975933872,27,888.6
28,-388.058376131335,28,888.6
29,-395.311851085954,29,888.6
30,-388.731933487096,30,888.6
0,-246.380072960745,0,567.24
1,-248.930174335229,1,567.24
2,-250.211077323481,2,567.24
3,-249.083986089404,3,567.24
4,-251.686442970967,4,567.24
5,-251.527581853166,5,567.24
6,-249.59196377981,6,567.24
7,-251.81583895943,7,567.24
8,-251.16144248402,8,567.24
9,-252.560402794253,9,567.24
10,-249.763332695694,10,567.24
11,-252.26231830849,11,567.24
12,-249.60391275152,12,567.24
13,-249.642664523457,13,567.24
14,-248.845618087818,14,567.24
15,-248.700725893367,15,567.24
16,-249.366179619401,16,567.24
17,-249.626569583994,17,567.24
18,-250.951262908305,18,567.24
19,-249.530339127941,19,567.24
20,-249.891147588779,20,567.24
21,-249.95255715245,21,567.24
22,-252.57153755653,22,567.24
23,-250.664338825442,23,567.24
24,-252.445004406095,24,567.24
25,-248.897543519033,25,567.24
26,-248.747676422265,26,567.24
27,-248.869366307719,27,567.24
28,-248.264569371011,28,567.24
29,-253.06951145334,29,567.24
30,-248.523231068168,30,567.24
0,-191.411399234585,0,440.4
1,-193.286647866346,1,440.4
2,-194.357812605629,2,440.4
3,-193.521656329926,3,440.4
4,-195.84431821754,4,440.4
5,-195.593757842266,5,440.4
6,-193.870652660814,6,440.4
7,-195.807603750828,7,440.4
8,-195.212976379245,8,440.4
9,-196.490569938188,9,440.4
10,-193.715158813282,10,440.4
11,-196.12355033221,11,440.4
12,-193.647749674643,12,440.4
13,-194.079495391298,13,440.4
14,-193.263204819882,14,440.4
15,-193.12832102642,15,440.4
16,-193.610092604037,16,440.4
17,-193.739327054562,17,440.4
18,-195.020706233546,18,440.4
19,-193.886771719332,19,440.4
20,-194.06761752153,20,440.4
21,-194.020577599313,21,440.4
22,-196.472104019047,22,440.4
23,-194.562780113993,23,440.4
24,-196.40539670804,24,440.4
25,-193.361903600393,25,440.4
26,-193.218004596448,26,440.4
27,-193.54930465753,27,440.4
28,-192.735858878652,28,440.4
29,-196.56129329297,29,440.4
30,-192.852656764463,30,440.4
0,-407.938257597669,0,942.7199999999999
1,-412.310412451501,1,942.7199999999999
2,-414.51909193124,2,942.7199999999999
3,-412.507944415683,3,942.7199999999999
4,-415.965264715133,4,942.7199999999999
5,-416.118250627527,5,942.7199999999999
6,-413.569079000783,6,942.7199999999999
7,-416.746523266471,7,942.7199999999999
8,-415.732330715662,8,942.7199999999999
9,-417.766011576752,9,942.7199999999999
10,-414.665220588776,10,942.7199999999999
11,-417.339342921922,11,942.7199999999999
12,-413.968517826852,12,942.7199999999999
13,-412.953584243944,13,942.7199999999999
14,-412.160161795514,14,942.7199999999999
15,-411.65659662098,15,942.7199999999999
16,-413.317350768142,16,942.7199999999999
17,-413.810978428729,17,942.7199999999999
18,-415.424954816894,18,942.7199999999999
19,-413.273088992802,19,942.7199999999999
20,-413.999946792077,20,942.7199999999999
21,-414.401178877702,21,942.7199999999999
22,-417.76422838975,22,942.7199999999999
23,-415.73317300638,23,942.7199999999999
24,-417.552388188782,24,942.7199999999999
25,-412.188165852024,25,942.7199999999999
26,-411.903597756476,26,942.7199999999999
27,-411.603391498537,27,942.7199999999999
28,-411.451743137653,28,942.7199999999999
29,-419.103082116162,29,942.7199999999999
30,-412.196815776628,30,942.7199999999999
0,-479.41270509651,0,1110.24
1,-484.466395902271,1,1110.24
2,-487.235325502762,2,1110.24
3,-484.854849791155,3,1110.24
4,-488.66715084697,4,1110.24
5,-488.939062474609,5,1110.24
6,-486.164291364417,6,1110.24
7,-489.808071301695,7,1110.24
8,-488.53302421167,8,1110.24
9,-491.005270645639,9,1110.24
10,-487.649114246722,10,1110.24
11,-490.333810791293,11,1110.24
12,-486.580308372549,12,1110.24
13,-485.156396352092,13,1110.24
14,-484.383410669438,14,1110.24
15,-483.527935700518,15,1110.24
16,-485.833942940715,16,1110.24
17,-486.344407059884,17,1110.24
18,-488.153395777373,18,1110.24
19,-485.744493288913,19,1110.24
20,-486.559008964399,20,1110.24
21,-487.122194582288,21,1110.24
22,-490.935932910336,22,1110.24
23,-488.774361828312,23,1110.24
24,-490.749260133325,24,1110.24
25,-484.36276639738,25,1110.24
26,-483.986381193075,26,1110.24
27,-483.618535615024,27,1110.24
28,-483.636919113863,28,1110.24
29,-492.481763997694,29,1110.24
30,-484.595263801393,30,1110.24
0,-194.292956218929,0,447.0
1,-196.204014113632,1,447.0
2,-197.284869150102,2,447.0
3,-196.433792322645,3,447.0
4,-198.770743389159,4,447.0
5,-198.524580609871,5,447.0
6,-196.790530624688,6,447.0
7,-198.742016887303,7,447.0
8,-198.144927323365,8,447.0
9,-199.427875781113,9,447.0
10,-196.652309941004,10,447.0
11,-199.065698303508,11,447.0
12,-196.581165083194,12,447.0
13,-196.991904957054,13,447.0
14,-196.177104600203,14,447.0
15,-196.042882989671,15,447.0
16,-196.532328961013,16,447.0
17,-196.668971864319,17,447.0
18,-197.951868308604,18,447.0
19,-196.80251685143,19,447.0
20,-196.993492253733,20,447.0
21,-196.952055466723,21,447.0
22,-199.411289459203,22,447.0
23,-197.502556413445,23,447.0
24,-199.341190053618,24,447.0
25,-196.272359095879,25,447.0
26,-196.12876695293,26,447.0
27,-196.448416938687,27,447.0
28,-195.646842246443,28,447.0
29,-199.523488074364,29,447.0
30,-195.77061519321,30,447.0
0,-279.602438948665,0,644.1600000000001
1,-282.550436438766,1,644.1600000000001
2,-283.983865745841,2,644.1600000000001
3,-282.675662391592,3,644.1600000000001
4,-285.453183171879,4,644.1600000000001
5,-285.356433650566,5,644.1600000000001
6,-283.289983795147,6,644.1600000000001
7,-285.697042267608,7,644.1600000000001
8,-284.992529408412,8,644.1600000000001
9,-286.485682957567,9,644.1600000000001
10,-283.656153694333,10,644.1600000000001
11,-286.20419324646,11,644.1600000000001
12,-283.419470535548,12,644.1600000000001
13,-283.228789556135,13,644.1600000000001
14,-282.435395606843,14,644.1600000000001
15,-282.259880902579,15,644.1600000000001
16,-283.074708488257,16,644.1600000000001
17,-283.403187629634,17,644.1600000000001
18,-284.768432582271,18,644.1600000000001
19,-283.182042242701,19,644.1600000000001
20,-283.637967393552,20,644.1600000000001
21,-283.766587827169,21,644.1600000000001
22,-286.507683721294,22,644.1600000000001
23,-284.59195149852,23,644.1600000000001
24,-286.350900514524,24,644.1600000000001
25,-282.475593094171,25,644.1600000000001
26,-282.310599544573,26,644.1600000000001
27,-282.319680864142,27,644.1600000000001
28,-281.824065028463,28,644.1600000000001
29,-287.222030743197,29,644.1600000000001
30,-282.17658857499,30,644.1600000000001
0,-334.529459244406,0,771.6
1,-338.112944842836,1,771.6
2,-339.841743871977,2,771.6
3,-338.230188533657,3,771.6
4,-341.301463006487,4,771.6
5,-341.31306432036,5,771.6
6,-339.032073861529,6,771.6
7,-341.757265898077,7,771.6
8,-340.944216063908,8,771.6
9,-342.631960550649,9,771.6
10,-339.715326804825,10,771.6
11,-342.331657169298,11,771.6
12,-339.313883949974,12,771.6
13,-338.757816868333,13,771.6
14,-337.963261639451,14,771.6
15,-337.691354832874,15,771.6
16,-338.81652943998,16,771.6
17,-339.236174551829,17,771.6
18,-340.690891268798,18,771.6
19,-338.846791289516,19,771.6
20,-339.437318952055,20,771.6
21,-339.679898969268,21,771.6
22,-342.657894560345,22,771.6
23,-340.710026929576,23,771.6
24,-342.463756435919,24,771.6
25,-337.999618518985,25,771.6
26,-337.793401773431,26,771.6
27,-337.643367032596,27,771.6
28,-337.306158157629,28,771.6
29,-343.680067955203,29,771.6
30,-337.823623828808,30,771.6
0,-264.733145598746,0,609.72
1,-267.50413497765,1,609.72
2,-268.866878251711,2,609.72
3,-267.640110909515,3,609.72
4,-270.338859508969,4,609.72
5,-270.213819627763,5,609.72
6,-268.206005610732,6,609.72
7,-270.530178267899,7,609.72
8,-269.849482654311,8,609.72
9,-271.298421433292,9,609.72
10,-268.485251551427,10,609.72
11,-271.011956935904,11,609.72
12,-268.285200137404,12,609.72
13,-268.196439242887,13,609.72
14,-267.402007519209,14,609.72
15,-267.242623318219,15,609.72
16,-267.987011413933,16,609.72
17,-268.286133627083,17,609.72
18,-269.631922809544,18,609.72
19,-268.11877753515,19,609.72
20,-268.533405115106,20,609.72
21,-268.631781651867,21,609.72
22,-271.316274825226,22,609.72
23,-269.40532109219,23,609.72
24,-271.172399336315,24,609.72
25,-267.446200467627,25,609.72
26,-267.288983792244,26,609.72
27,-267.347055253573,27,609.72
28,-266.804009894881,28,609.72
29,-271.936617598501,29,609.72
30,-267.113856951488,30,609.72
0,-263.647585769157,0,607.2
1,-266.40558140841,1,607.2
2,-267.763317773874,2,607.2
3,-266.542474001449,3,607.2
4,-269.235495782235,4,607.2
5,-269.108419673634,5,607.2
6,-267.104883704397,6,607.2
7,-269.423061848546,7,607.2
8,-268.744016714987,8,607.2
9,-270.189859486151,9,607.2
10,-267.377766800087,10,607.2
11,-269.902873598345,11,607.2
12,-267.180258918556,12,607.2
13,-267.098987866228,13,607.2
14,-266.304445349778,14,607.2
15,-266.146082528114,15,607.2
16,-266.88555542652,16,607.2
17,-267.182462060195,17,607.2
18,-268.526913064421,18,607.2
19,-267.019168344086,19,607.2
20,-267.430699810755,20,607.2
21,-267.526878729084,21,607.2
22,-270.207364118799,22,607.2
23,-268.29669708542,23,607.2
24,-270.064471215987,24,607.2
25,-266.349004265033,25,607.2
26,-266.19229255365,26,607.2
27,-266.254031806101,27,607.2
28,-265.707435392966,28,607.2
29,-270.820663582598,29,607.2
30,-266.014207288698,30,607.2
0,-20.5739735930677,0,48.6
1,-20.2566683797486,1,48.6
2,-21.0059650780196,2,48.6
3,-20.9755477109262,3,48.6
4,-22.5440909429525,4,48.6
5,-22.1273678370946,5,48.6
6,-20.9979862837112,6,48.6
7,-22.1740840175379,7,48.6
8,-21.604281180877,8,48.6
9,-22.746399501961,9,48.6
10,-19.7919115125179,10,48.6
11,-21.8679454616044,11,48.6
12,-19.7400839680194,12,48.6
13,-21.4902095393744,13,48.6
14,-20.4777335136655,14,48.6
15,-20.084499826711,15,48.6
16,-20.4923841042346,16,48.6
17,-20.0893590496518,17,48.6
18,-21.4334466814616,18,48.6
19,-21.2748684928258,19,48.6
20,-20.7209044976262,20,48.6
21,-20.3579840561898,21,48.6
22,-22.5598375191154,22,48.6
23,-20.5282345816143,23,48.6
24,-22.735622493976,24,48.6
25,-21.0084444321842,25,48.6
26,-20.7174121572613,26,48.6
27,-21.8526100707005,27,48.6
28,-20.1396615223328,28,48.6
29,-20.9735711501672,29,48.6
30,-19.9432104662496,30,48.6
0,-505.70330295719,0,1172.04
1,-510.980835442848,1,1172.04
2,-513.978826668936,2,1172.04
3,-511.469214553,3,1172.04
4,-515.405051028527,4,1172.04
5,-515.713841511417,5,1172.04
6,-512.86709657155,6,1172.04
7,-516.688069832784,7,1172.04
8,-515.30083056337,8,1172.04
9,-517.960507868931,9,1172.04
10,-514.491398222128,10,1172.04
11,-517.167142679006,11,1172.04
12,-513.264433739515,12,1172.04
13,-511.701085575282,13,1172.04
14,-510.941217394859,14,1172.04
15,-509.924473043124,15,1172.04
16,-512.496095603633,16,1172.04
17,-512.9992511285,17,1172.04
18,-514.889388171375,18,1172.04
19,-512.396226107986,19,1172.04
20,-513.232574428076,20,1172.04
21,-513.857302125519,21,1172.04
22,-517.855590695014,22,1172.04
23,-515.633017263512,23,1172.04
24,-517.689848189656,24,1172.04
25,-510.887977044333,25,1172.04
26,-510.475802387518,26,1172.04
27,-510.104130395862,27,1172.04
28,-510.183755919801,28,1172.04
29,-519.452702003073,29,1172.04
30,-511.216743009105,30,1172.04
0,-455.660405711908,0,1054.44
1,-460.497736827546,1,1054.44
2,-463.070318689215,2,1054.44
3,-460.809789521956,3,1054.44
4,-464.507047505104,4,1054.44
5,-464.742271218248,5,1054.44
6,-462.037821915723,6,1054.44
7,-465.524030185101,7,1054.44
8,-464.342878074061,8,1054.44
9,-466.65789563626,9,1054.44
10,-463.395011014799,10,1054.44
11,-466.081714877574,11,1054.44
12,-462.459213383747,12,1054.44
13,-461.166643627031,13,1054.44
14,-460.384181280529,14,1054.44
15,-459.659895890431,15,1054.44
16,-461.738632821386,16,1054.44
17,-462.249576365542,17,1054.44
18,-463.989536156619,18,1054.44
19,-461.661404333067,19,1054.44
20,-462.451528472559,20,1054.44
21,-462.960007011677,21,1054.44
22,-466.615697969103,22,1054.44
23,-464.50317917808,23,1054.44
24,-466.415624009024,24,1054.44
25,-460.385948966115,25,1054.44
26,-460.041160004557,26,1054.44
27,-459.686685807031,27,1054.44
28,-459.649002134868,28,1054.44
29,-468.10371270611,29,1054.44
30,-460.538118722818,30,1054.44
0,-420.628229985745,0,972.36
1,-425.127999829751,1,972.36
2,-427.429458446285,2,972.36
3,-425.350991569704,3,972.36
4,-428.873172093322,4,972.36
5,-429.049018497344,5,972.36
6,-426.456820284063,6,972.36
7,-429.715321014132,7,972.36
8,-428.659559146252,8,972.36
9,-430.763603040002,9,972.36
10,-427.622991831875,10,972.36
11,-430.302537438466,11,972.36
12,-426.866361774554,12,972.36
13,-425.775900934134,13,972.36
14,-424.984368632033,14,972.36
15,-424.427692634597,15,972.36
16,-426.194416431667,16,972.36
17,-426.69503140481,17,972.36
18,-428.340841327904,18,972.36
19,-426.140264126422,19,972.36
20,-426.885812925065,20,972.36
21,-427.315245567218,21,972.36
22,-430.752861980816,22,972.36
23,-428.70234332584,23,972.36
24,-430.542250184509,24,972.36
25,-425.007596417588,25,972.36
26,-424.707546888831,26,972.36
27,-424.389422087048,27,972.36
28,-424.268312838496,28,972.36
29,-432.135704192679,29,972.36
30,-425.05225555883,30,972.36
0,-465.843290559699,0,1078.32
1,-470.774680262187,1,1078.32
2,-473.430204954591,2,1078.32
3,-471.117883284042,3,1078.32
4,-474.864843575662,4,1078.32
5,-475.116182986477,5,1078.32
6,-472.380986963449,6,1078.32
7,-475.934439206645,7,1078.32
8,-474.713907998111,8,1078.32
9,-477.09491981753,9,1078.32
10,-473.793075830943,10,1078.32
11,-476.479614184201,11,1078.32
12,-472.801402195044,12,1078.32
13,-471.451934231533,13,1078.32
14,-470.673218430427,14,1078.32
15,-469.894410666793,15,1078.32
16,-472.069067087157,16,1078.32
17,-472.580534372143,17,1078.32
18,-474.349576997926,18,1078.32
19,-471.986271799443,19,1078.32
20,-472.787414506751,20,1078.32
21,-473.319230635383,21,1078.32
22,-477.041671528784,22,1078.32
23,-474.908822772415,23,1078.32
24,-476.846707404166,24,1078.32
25,-470.666192363554,25,1078.32
26,-470.30796056181,26,1078.32
27,-469.946619698439,27,1078.32
28,-469.933025190102,28,1078.32
29,-478.55580372782,29,1078.32
30,-470.85203765213,30,1078.32
0,-461.622255034703,0,1068.36
1,-466.514885881415,1,1068.36
2,-469.13580331688,2,1068.36
3,-466.844886230087,3,1068.36
4,-470.571311014221,4,1068.36
5,-470.816039038069,5,1068.36
6,-468.093480695236,6,1068.36
7,-471.619001978759,7,1068.36
8,-470.414954042316,8,1068.36
9,-472.768352974578,9,1068.36
10,-469.482846463104,10,1068.36
11,-472.169578718628,11,1068.36
12,-468.514542324394,12,1068.36
